RowID,CrimeDateTime,Location,Description,Weapon,Gender,Age,Race,,District,Neighborhood,Latitude,Longitude
361,2022/11/11 22:00:00+00,4900 GOODNOW RD,LARCENY FROM AUTO,,U,39,,,NORTHEAST,FRANKFORD,39.3272,-76.5487
362,2022/11/11 21:23:00+00,400 WALTON CT,BURGLARY,PERSONAL_WEAPONS,,,,,CENTRAL,UPTON,39.2996,-76.625
363,2022/11/11 12:35:00+00,2500 BROOKFIELD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,21,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,RESERVOIR HILL,39.3157,-76.6339
364,2022/11/11 13:00:00+00,3500 WABASH AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,28,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,ASHBURTON,39.3245,-76.6656
365,2022/11/11 13:20:00+00,800 E PATAPSCO AVE,COMMON ASSAULT,,F,24,WHITE,,SOUTHERN,BROOKLYN,39.2349,-76.5978
366,2022/11/11 11:00:51+00,5100 BELAIR RD,RAPE,PERSONAL_WEAPONS,F,22,,,NORTHEAST,WALTHERSON,39.3367,-76.5538
367,2022/11/11 09:00:00+00,3300 BRENDAN AVE,AUTO THEFT,,M,53,,,NORTHEAST,BELAIR-EDISON,39.3209,-76.5678
368,2022/11/11 21:00:00+00,4600 PARKSIDE DR,AUTO THEFT,,M,71,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PARKSIDE,39.3231,-76.5589
369,2022/11/11 00:14:27+00,2900 REISTERSTOWN RD,SHOOTING,FIREARM,Male,19,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,LIBERTY SQUARE,39.3209,-76.6545
370,2022/11/11 02:45:00+00,5800 EASTERN AVE,LARCENY,,,,,,SOUTHEAST,PULASKI INDUSTRIAL AREA,39.2873,-76.5461
371,2022/11/11 08:35:00+00,1000 S CHARLES ST,LARCENY,,,,,,SOUTHERN,FEDERAL HILL,39.278,-76.6145
372,2022/11/11 08:35:00+00,1800 PENNSYLVANIA AVE,LARCENY,,,,,,CENTRAL,UPTON,39.3043,-76.6357
373,2022/11/11 11:12:00+00,2700 REMINGTON AVE,LARCENY,,,,,,NORTHERN,REMINGTON,39.3204,-76.6208
374,2022/11/11 20:30:00+00,900 N BELNORD AVE,LARCENY,,M,29,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,MADISON-EASTEND,39.3015,-76.5789
375,2022/11/11 16:30:00+00,4900 TODD AVE,LARCENY FROM AUTO,,F,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3238,-76.5345
376,2022/11/11 17:00:00+00,2000 E FAYETTE ST,AUTO THEFT,,M,40,,,EASTERN,BUTCHER'S HILL,39.2941,-76.5882
377,2022/11/11 20:30:00+00,100 W CROSS ST,AUTO THEFT,,F,22,WHITE,,SOUTHERN,SHARP-LEADENHALL,39.2765,-76.6166
378,2022/11/11 19:38:00+00,2200 WASHINGTON BLVD,AUTO THEFT,,M,68,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MORRELL PARK,39.2701,-76.6485
379,2022/11/11 21:15:00+00,400 FALLSWAY,LARCENY,,F,75,WHITE,,EASTERN,PENN-FALLSWAY,39.2934,-76.6093
380,2022/10/28 12:00:00+00,600 SAVAGE ST,COMMON ASSAULT,OTHER,F,15,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,GREEKTOWN,39.2861,-76.5521
381,2022/10/28 20:55:00+00,300 JOPLIN ST,AGG. ASSAULT,,M,42,WHITE,,SOUTHEAST,BAYVIEW,39.2901,-76.5383
382,2022/10/28 20:50:00+00,100 UNIVERSITY PY,COMMON ASSAULT,PERSONAL_WEAPONS,F,14,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,JOHNS HOPKINS HOMEWOOD,39.3342,-76.6208
383,2022/10/28 22:10:00+00,200 W BALTIMORE ST,AGG. ASSAULT,BLUNT_OBJECT,F,33,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2895,-76.6178
384,2022/10/28 21:30:00+00,1800 N CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,51,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,CHARLES NORTH,39.3098,-76.6165
385,2022/10/28 11:50:00+00,2600 E MADISON ST,LARCENY,,F,27,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,MADISON-EASTEND,39.2999,-76.5801
386,2022/10/28 12:42:00+00,3300 ELGIN AVE,ROBBERY,PERSONAL_WEAPONS,M,16,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WALBROOK,39.3132,-76.6727
387,2022/10/28 12:24:00+00,500 S COLLINGTON AVE,LARCENY,,M,56,WHITE,,SOUTHEAST,CANTON,39.2854,-76.5858
388,2022/10/28 12:45:00+00,7300 MOYER AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,13,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NORTH HARFORD ROAD,39.3657,-76.5407
389,2022/10/28 15:20:00+00,6700 DANVILLE AVE,LARCENY FROM AUTO,,M,,,,SOUTHEAST,GRACELAND PARK,39.2761,-76.532
390,2022/10/28 15:49:00+00,1500 WILLIAM ST,COMMON ASSAULT,UNKNOWN,F,33,WHITE,,SOUTHERN,RIVERSIDE,39.2727,-76.6101
391,2022/10/28 16:20:00+00,1600 E 28TH ST,AGG. ASSAULT,PERSONAL_WEAPONS,F,42,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.3239,-76.5924
392,2022/10/28 20:00:00+00,200 W 31ST ST,AUTO THEFT,,M,28,WHITE,,NORTHERN,REMINGTON,39.3249,-76.6219
393,2022/10/28 19:20:00+00,5700 HAMLET AVE,LARCENY FROM AUTO,,M,25,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3584,-76.5625
394,2022/10/28 01:00:00+00,600 E 29TH ST,BURGLARY,,F,56,,,NORTHERN,BETTER WAVERLY,39.3239,-76.6085
395,2022/10/28 01:24:00+00,4700 SAYER AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,TREMONT,39.2842,-76.6943
396,2022/10/28 02:50:00+00,200 E PRATT ST,LARCENY,,M,30,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,INNER HARBOR,39.2866,-76.6121
397,2022/10/28 02:18:00+00,0 COMMERCE ST,AUTO THEFT,,F,50,WHITE,,CENTRAL,DOWNTOWN,39.2897,-76.6102
398,2022/10/28 00:00:00+00,500 W HOFFMAN ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,17,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.299,-76.6283
399,2022/10/28 00:00:00+00,900 S CATON AVE,AGG. ASSAULT,FIREARM,M,28,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,VIOLETVILLE,39.2738,-76.6715
400,2022/10/15 01:35:00+00,1000 MOSHER ST,COMMON ASSAULT,,F,29,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3003,-76.6355
401,2022/10/15 08:30:00+00,800 HARVEY ST,AUTO THEFT,,F,35,WHITE,,SOUTHERN,RIVERSIDE,39.2728,-76.602
402,2022/10/15 19:00:00+00,600 POPLAR GROVE ST,COMMON ASSAULT,,M,32,WHITE,,SOUTHWEST,FRANKLINTOWN ROAD,39.2945,-76.665
403,2022/10/15 19:05:00+00,3800 W FOREST PARK AVE,ROBBERY - COMMERCIAL,HANDGUN,M,29,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3257,-76.6826
404,2022/10/15 17:45:00+00,1100 S CHARLES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,23,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,FEDERAL HILL,39.2763,-76.6143
405,2022/10/15 08:53:00+00,1600 WALTERSWOOD RD,LARCENY,,M,58,,,NORTHEAST,LOCH RAVEN,39.3622,-76.5831
406,2022/10/15 08:36:00+00,2600 PARK HEIGHTS TER,ROBBERY,PERSONAL_WEAPONS,F,31,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GREENSPRING,39.3384,-76.6625
407,2022/10/15 18:08:00+00,2900 FALLSTAFF RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,27,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CHESWOLDE,39.3702,-76.6874
408,2022/10/15 18:08:00+00,2900 FALLSTAFF RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CHESWOLDE,39.3702,-76.6874
409,2022/10/15 08:30:00+00,2600 PENNSYLVANIA AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,36,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENN NORTH,39.3118,-76.6447
410,2022/10/15 20:09:00+00,300 N CARROLLTON AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,31,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,POPPLETON,39.2929,-76.637
411,2022/10/15 14:00:00+00,100 S ARLINGTON AVE,LARCENY FROM AUTO,,M,31,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,HOLLINS MARKET,39.2862,-76.6351
412,2022/10/15 20:40:00+00,2900 BOSTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,24,WHITE,,SOUTHEAST,CANTON,39.2783,-76.5752
413,2022/10/15 06:42:45+00,0 W FRANKLIN ST,AGG. ASSAULT,BLUNT_OBJECT,F,62,WHITE,,CENTRAL,DOWNTOWN,39.295,-76.6158
414,2022/10/15 13:00:00+00,4400 LAPLATA AVE,COMMON ASSAULT,,M,26,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,MEDFIELD,39.3404,-76.6461
415,2022/10/15 00:43:00+00,1200 MARSHALL ST,ROBBERY,HANDGUN,M,24,WHITE,,SOUTHERN,FEDERAL HILL,39.2759,-76.6129
416,2022/10/15 02:00:00+00,1600 LORMAN CT,LARCENY,,F,54,,,WESTERN,SANDTOWN-WINCHESTER,39.3043,-76.6437
417,2022/10/15 17:30:00+00,2100 PARKSLEY AVE,BURGLARY,,F,29,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MORRELL PARK,39.2636,-76.6503
418,2022/10/04 16:00:00+00,2300 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,OTHER,,,,,WESTERN,MONDAWMIN,39.3184,-76.6533
419,2022/10/04 19:11:21+00,300 E PATAPSCO AVE,HOMICIDE,FIREARM,Male,31,WHITE,,SOUTHERN,BROOKLYN,39.2374,-76.606
420,2022/10/04 20:00:00+00,3400 KENTUCKY AVE,AUTO THEFT,,M,64,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,BELAIR-EDISON,39.3208,-76.5668
421,2022/10/04 07:44:00+00,1200 SHELLBANKS RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,59,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,CHERRY HILL,39.2502,-76.6312
422,2022/10/04 07:10:00+00,6700 MORAVIA PARK DR,AGG. ASSAULT,HANDGUN,F,45,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PULASKI INDUSTRIAL AREA,39.3122,-76.5363
423,2022/10/04 07:10:00+00,6700 MORAVIA PARK DR,AGG. ASSAULT,HANDGUN,F,11,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PULASKI INDUSTRIAL AREA,39.3122,-76.5363
424,2022/10/04 03:00:00+00,3200 JAMES ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,WHITE,,SOUTHWEST,MORRELL PARK,39.2592,-76.6634
425,2022/10/04 03:30:00+00,2400 DRUID HILL AVE,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,48,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENN NORTH,39.3116,-76.6396
426,2022/10/04 02:20:00+00,3900 DOLFIELD AVE,ROBBERY,PERSONAL_WEAPONS,F,34,WHITE,,NORTHWEST,DOLFIELD,39.34,-76.6827
427,2022/10/04 04:24:00+00,300 N CHARLES ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,37,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2924,-76.6154
428,2022/10/04 07:00:00+00,2100 ASHTON ST,AUTO THEFT,,M,64,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,CARROLLTON RIDGE,39.2823,-76.6502
429,2022/10/04 06:30:00+00,4100 POTTER ST,LARCENY,,M,52,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,IRVINGTON,39.2782,-76.6838
430,2022/10/04 19:30:00+00,2400 MARBOURNE AVE,AUTO THEFT,,M,25,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,LAKELAND,39.2512,-76.6461
431,2022/10/04 05:45:00+00,1300 EXETER HALL AV,LARCENY,,M,43,WHITE,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.3205,-76.6019
432,2022/10/04 00:40:00+00,3400 W BELVEDERE AVE,COMMON ASSAULT,,F,59,WHITE,,NORTHWEST,ARLINGTON,39.3475,-76.6786
433,2022/10/04 02:53:00+00,5200 YORK RD,COMMON ASSAULT,PERSONAL_WEAPONS,M,45,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,YORK-HOMELAND,39.3534,-76.6099
434,2022/10/04 17:00:00+00,0 S Tremont Rd,LARCENY,,M,53,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,TREMONT,39.2834,-76.6949
435,2022/10/04 15:00:00+00,1500 WINFORD RD,AUTO THEFT,,F,20,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PERRING LOCH,39.3532,-76.59
436,2022/11/11 21:24:00+00,2800 W NORTH AVE,COMMON ASSAULT,,M,68,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,NORTHWEST COMMUNITY ACTION,39.309,-76.6651
437,2022/11/11 00:15:00+00,2300 NUTMEG TER,LARCENY,,M,51,WHITE,,NORTHERN,COLDSPRING,39.3488,-76.6577
438,2022/11/11 21:51:00+00,3500 LIBERTY HEIGHTS AVE,LARCENY FROM AUTO,,F,53,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,ASHBURTON,39.3252,-76.6747
439,2022/11/11 21:00:00+00,200 N CAREY ST,BURGLARY,,M,26,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,FRANKLIN SQUARE,39.2918,-76.6384
440,2022/11/11 09:00:00+00,0 N WOODINGTON RD,COMMON ASSAULT,,F,33,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,IRVINGTON,39.2864,-76.6868
441,2022/11/11 16:05:00+00,2300 ORLEANS ST,COMMON ASSAULT,,F,31,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,MCELDERRY PARK,39.2956,-76.5841
442,2022/11/11 15:34:00+00,5200 EASTBURY AVE,AGG. ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3222,-76.5511
443,2022/11/11 16:15:00+00,2000 HARFORD RD,LARCENY FROM AUTO,,F,47,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,EAST BALTIMORE MIDWAY,39.3135,-76.5988
444,2022/11/11 15:10:00+00,HEIGHTS AV & GRAND VIEW AV,COMMON ASSAULT,,F,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,MEDFIELD,39.3405,-76.6412
445,2022/11/11 20:00:00+00,,AUTO THEFT,,M,33,,,EASTERN,ORANGEVILLE,39.3032,-76.5626
446,2022/11/11 21:00:00+00,700 N ARLINGTON AVE,AUTO THEFT,,M,62,,,WESTERN,HARLEM PARK,39.2968,-76.6357
447,2022/11/11 16:00:00+00,4900 GOODNOW RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,14,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.3264,-76.5479
448,2022/11/11 15:30:00+00,1600 WADSWORTH WAY,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,19,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.3622,-76.5815
449,2022/11/11 00:45:04+00,1600 DARLEY AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,30,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,DARLEY PARK,39.3146,-76.5949
450,2022/11/11 01:20:00+00,3400 PINKNEY RD,LARCENY,,M,60,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CROSS COUNTRY,39.36,-76.691
451,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,25,ASIAN,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
452,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,35,ASIAN,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
453,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,32,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
454,2022/11/11 02:00:00+00,600 FALLSWAY,COMMON ASSAULT,PERSONAL_WEAPONS,M,38,ASIAN,,EASTERN,PENN-FALLSWAY,39.2968,-76.6102
455,2022/11/11 13:05:00+00,1600 WADSWORTH WAY,COMMON ASSAULT,PERSONAL_WEAPONS,F,19,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.3622,-76.5815
456,2022/10/28 00:00:00+00,3400 WABASH AVE,AUTO THEFT,,F,45,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,ASHBURTON,39.3234,-76.6662
457,2022/10/28 00:50:00+00,4800 ERDMAN AVE,COMMON ASSAULT,,M,63,WHITE,,EASTERN,ORANGEVILLE,39.3071,-76.5599
458,2022/10/28 12:45:00+00,1000 N MOUNT ST,LARCENY,,F,37,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3004,-76.6444
459,2022/10/28 14:00:00+00,1400 WARD ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,60,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,WASHINGTON VILLAGE/PIGTOWN,39.2787,-76.6368
460,2022/10/28 03:37:00+00,0 MARKET PL,AGG. ASSAULT,OTHER,M,28,,,CENTRAL,DOWNTOWN,39.2883,-76.6067
461,2022/10/28 03:37:00+00,0 MARKET PL,AGG. ASSAULT,OTHER,M,30,ASIAN,,CENTRAL,DOWNTOWN,39.2883,-76.6067
462,2022/10/28 05:14:00+00,4600 PARK HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,44,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3424,-76.6685
463,2022/10/28 05:46:00+00,2900 HARFORD RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,30,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.3235,-76.5877
464,2022/10/28 07:18:00+00,100 ENFIELD RD,AUTO THEFT,,M,36,,,NORTHERN,HOMELAND,39.3562,-76.6241
465,2022/10/28 03:00:00+00,900 ARGONNE DR,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,54,WHITE,,NORTHERN,PEN LUCY,39.338,-76.6026
466,2022/10/28 03:22:00+00,1800 N CHAPEL ST,COMMON ASSAULT,,F,21,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3113,-76.591
467,2022/10/28 07:00:00+00,1500 SHERWOOD AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,55,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.362,-76.5845
468,2022/10/28 16:30:00+00,6300 HOLABIRD AVE,LARCENY,,M,50,WHITE,,SOUTHEAST,BROENING MANOR,39.2724,-76.5376
469,2022/10/28 20:00:00+00,800 CATHEDRAL ST,LARCENY,,F,30,WHITE,,CENTRAL,MOUNT VERNON,39.2988,-76.6172
470,2022/10/28 18:00:00+00,3000 E BALTIMORE ST,LARCENY,,M,30,WHITE,,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.2924,-76.5739
471,2022/10/28 19:30:00+00,4700 LOCH RAVEN BLVD,AUTO THEFT,,F,59,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NEW NORTHWOOD,39.3479,-76.592
472,2022/10/28 23:00:00+00,1800 PRESSTMAN ST,LARCENY FROM AUTO,,F,26,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3052,-76.6474
473,2022/10/28 21:45:00+00,4300 W FOREST PARK AVE,LARCENY FROM AUTO,,M,41,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WEST FOREST PARK,39.3233,-76.6908
474,2022/10/28 10:30:00+00,2500 BARCLAY ST,LARCENY,,F,54,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,HARWOOD,39.3192,-76.6112
475,2022/10/28 20:00:00+00,400 E LANVALE ST,LARCENY FROM AUTO,,M,64,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,GREENMOUNT WEST,39.3091,-76.6102
476,2022/10/15 21:52:00+00,2600 E PRESTON ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,51,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BEREA,39.3058,-76.5807
477,2022/10/15 23:10:00+00,1500 S CATON AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,MORRELL PARK,39.2616,-76.6652
478,2022/10/15 21:01:00+00,2600 PARK HEIGHTS TER,COMMON ASSAULT,PERSONAL_WEAPONS,F,30,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GREENSPRING,39.3385,-76.6615
479,2022/10/15 20:00:00+00,4400 MORAVIA RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,FRANKFORD,39.328,-76.5569
480,2022/10/15 23:45:00+00,1400 PRESSTMAN ST,AGG. ASSAULT,OTHER,M,65,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3055,-76.6413
481,2022/10/15 01:30:00+00,2400 HAMILTON AVE,BURGLARY,,M,64,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3565,-76.5682
482,2022/10/15 12:30:00+00,2000 E OLIVER ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3077,-76.5901
483,2022/10/15 12:20:00+00,300 N CHARLES ST,AGG. ASSAULT,BLUNT_OBJECT,F,24,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2924,-76.6154
484,2022/10/15 18:00:00+00,500 S POTOMAC ST,LARCENY FROM AUTO,,M,30,WHITE,,SOUTHEAST,CANTON,39.2863,-76.5744
485,2022/10/15 23:00:00+00,4800 E LOMBARD ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,40,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,PULASKI INDUSTRIAL AREA,39.2918,-76.5557
486,2022/10/15 22:30:00+00,2800 MAUDLIN AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,55,WHITE,,SOUTHWEST,MORRELL PARK,39.2611,-76.6536
487,2022/10/15 22:30:00+00,800 N MONROE ST,AUTO THEFT,,F,32,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MIDTOWN-EDMONDSON,39.298,-76.6475
488,2022/10/15 22:00:00+00,1300 GITTINGS AVE,AUTO THEFT,,F,36,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,IDLEWOOD,39.3701,-76.5888
489,2022/10/15 05:00:00+00,1000 E PATAPSCO AVE,LARCENY,,M,61,WHITE,,SOUTHERN,FAIRFIELD AREA,39.2341,-76.5948
490,2022/10/15 14:00:00+00,3200 MARY AVE,LARCENY,,M,55,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,GLENHAM-BELHAR,39.3533,-76.5542
491,2022/10/15 10:30:00+00,3000 LORENA AVE,LARCENY,,F,45,,,SOUTHERN,LAKELAND,39.2546,-76.6535
492,2022/10/15 13:45:00+00,1800 E BALTIMORE ST,LARCENY FROM AUTO,,F,45,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,WASHINGTON HILL,39.2916,-76.5909
493,2022/10/15 18:00:00+00,0 E BALTIMORE ST,AUTO THEFT,,M,44,WHITE,,CENTRAL,DOWNTOWN,39.2895,-76.6149
494,2022/10/04 16:00:00+00,1200 E PATAPSCO AVE,LARCENY,,M,31,ASIAN,,SOUTHERN,FAIRFIELD AREA,39.2335,-76.593
495,2022/10/04 15:00:00+00,2500 HAMILTON AVE,LARCENY,,F,20,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3561,-76.566
496,2022/10/04 13:00:00+00,5600 READY AVE,LARCENY,,M,37,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,MID-GOVANS,39.3579,-76.6087
497,2022/10/03 09:00:00+00,3800 BOARMAN AVE,LARCENY,,M,45,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CALLAWAY-GARRISON,39.3344,-76.6801
498,2022/10/03 14:08:00+00,1000 BOYD ST,LARCENY,,M,27,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,HOLLINS MARKET,39.2871,-76.6347
499,2022/10/03 19:30:00+00,800 N STRICKER ST,BURGLARY,,F,43,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,HARLEM PARK,39.2983,-76.6416
500,2022/10/03 21:00:00+00,400 W MULBERRY ST,AUTO THEFT,,M,59,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2938,-76.622
501,2022/10/03 23:17:00+00,1000 W NORTH AVE,ROBBERY,FIREARM,M,23,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MADISON PARK,39.3102,-76.634
502,2022/10/03 23:35:00+00,200 S CASTLE ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,29,WHITE,,SOUTHEAST,UPPER FELLS POINT,39.2885,-76.588
503,2022/10/03 13:03:00+00,700 N EDGEWOOD ST,COMMON ASSAULT,UNKNOWN,M,37,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDGEWOOD,39.2963,-76.6742
504,2022/10/03 01:00:00+00,0 E PLEASANT ST,LARCENY FROM AUTO,,F,54,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2936,-76.6147
505,2022/10/03 13:20:00+00,5400 BUCKNELL RD,AGG. ASSAULT,PERSONAL_WEAPONS,M,36,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,CEDONIA,39.3335,-76.5335
506,2022/10/03 15:10:00+00,2000 WHITTIER AVE,LARCENY,,F,35,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MONDAWMIN,39.3149,-76.6506
507,2022/10/03 19:30:00+00,5600 MCCLEAN BLVD,COMMON ASSAULT,PERSONAL_WEAPONS,F,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HAMILTON HILLS,39.3583,-76.569
