RowID,CrimeDateTime,Location,Description,Weapon,Gender,Age,Race,,District,Neighborhood,Latitude,Longitude
662,2022/10/15 17:00:00+00,100 E REDWOOD ST,AUTO THEFT,,M,48,WHITE,,CENTRAL,DOWNTOWN,39.2888,-76.6128
663,2022/10/15 17:00:00+00,5900 DAYWALT AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,20,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,CEDONIA,39.3292,-76.5307
664,2022/10/15 19:15:00+00,1500 BURNWOOD RD,AUTO THEFT,,F,57,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PERRING LOCH,39.3538,-76.5891
665,2022/10/15 13:00:00+00,2000 WINFORD RD,LARCENY,,F,31,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PERRING LOCH,39.3518,-76.5812
666,2022/10/15 11:30:00+00,2000 HARFORD RD,LARCENY FROM AUTO,,F,48,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,EAST BALTIMORE MIDWAY,39.3132,-76.599
667,2022/10/15 15:00:00+00,0 N SMALLWOOD ST,LARCENY FROM AUTO,,M,82,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENROSE/FAYETTE STREET OUTREACH,39.288,-76.6515
668,2022/10/15 19:30:00+00,4100 CENTURY RD,LARCENY,,F,63,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,GLENHAM-BELHAR,39.3464,-76.5416
669,2022/10/15 11:55:00+00,1100 N MOUNT ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,27,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3013,-76.6446
670,2022/10/15 12:00:00+00,600 SMITHSON ST,COMMON ASSAULT,,F,26,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,UPTON,39.3011,-76.6349
671,2022/11/10 11:48:00+00,2000 MCCULLOH ST,BURGLARY,,F,32,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DRUID HEIGHTS,39.3081,-76.6347
672,2022/11/10 18:52:00+00,6000 HARFORD RD,LARCENY,,,,,,NORTHEAST,WESTFIELD,39.3566,-76.5576
673,2022/11/10 23:15:00+00,2200 N HOWARD ST,ROBBERY - COMMERCIAL,BLUNT_OBJECT,,,,,NORTHERN,OLD GOUCHER,39.3143,-76.6194
674,2022/11/10 23:40:00+00,1500 RUSSELL ST,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,,,,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2745,-76.6275
675,2022/11/10 23:30:00+00,4400 PARK HEIGHTS AVE,BURGLARY,,,,,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3405,-76.6669
676,2022/11/10 22:38:00+00,5500 PARK HEIGHTS AVE,BURGLARY,,,,,,NORTHWEST,PIMLICO GOOD NEIGHBORS,39.3521,-76.6838
677,2022/11/10 23:48:00+00,800 N PORT ST,BURGLARY,,,,,,EASTERN,MILTON-MONTFORD,39.3005,-76.5832
678,2022/11/10 18:00:00+00,200 E UNIVERSITY PKWY,COMMON ASSAULT,PERSONAL_WEAPONS,F,58,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES VILLAGE,39.3307,-76.615
679,2022/11/10 19:30:00+00,3600 W FRANKLIN ST,LARCENY,,F,66,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,ALLENDALE,39.2927,-76.6779
680,2022/11/10 18:14:50+00,3600 GLENGYLE AVE,SHOOTING,FIREARM,Male,18,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,FALLSTAFF,39.3673,-76.7059
681,2022/11/10 21:00:00+00,2900 WILKENS AVE,LARCENY,,,,,,SOUTHWEST,WILHELM PARK,39.2759,-76.6648
682,2022/11/10 18:00:00+00,6100 REISTERSTOWN RD,AUTO THEFT,,,,,,NORTHWEST,REISTERSTOWN STATION,39.3533,-76.6984
683,2022/11/10 00:00:00+00,2400 BROHAWN AVE,ROBBERY,FIREARM,M,21,WHITE,,SOUTHERN,LAKELAND,39.2571,-76.649
684,2022/11/10 16:00:00+00,6500 REISTERSTOWN RD,LARCENY,,,,,,NORTHWEST,REISTERSTOWN STATION,39.3563,-76.7029
685,2022/11/10 18:10:37+00,200 N LINWOOD AVE,BURGLARY,,,,,,SOUTHEAST,MCELDERRY PARK,39.2947,-76.5764
686,2022/11/10 00:17:00+00,1500 62ND ST,LARCENY,,,,,,NORTHEAST,PULASKI INDUSTRIAL AREA,39.3109,-76.531
687,2022/11/10 07:00:00+00,5700 REISTERSTOWN RD,LARCENY,,M,59,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,GLEN,39.35,-76.6934
688,2022/11/10 11:35:00+00,1700 SAINT PAUL ST,COMMON ASSAULT,PERSONAL_WEAPONS,F,25,WHITE,,CENTRAL,CHARLES NORTH,39.3091,-76.6149
689,2022/11/10 16:25:00+00,1700 WILKENS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,7,WHITE,,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,39.2828,-76.644
690,2022/11/10 23:00:00+00,1500 OAKRIDGE RD,LARCENY,,M,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.3332,-76.5951
691,2022/11/10 10:00:00+00,800 N Chapel Gate Ln,COMMON ASSAULT,PERSONAL_WEAPONS,F,11,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WEST HILLS,39.2942,-76.7073
692,2022/10/03 03:00:00+00,1000 SAINT PAUL ST,LARCENY FROM AUTO,,M,26,ASIAN,,CENTRAL,MID-TOWN BELVEDERE,39.3016,-76.6144
693,2022/10/03 15:25:00+00,3500 BOSTON ST,LARCENY,,,,,,SOUTHEAST,CANTON INDUSTRIAL AREA,39.277,-76.5669
694,2022/10/03 15:40:00+00,3500 BOSTON ST,LARCENY,,,,,,SOUTHEAST,CANTON INDUSTRIAL AREA,39.277,-76.5669
695,2022/10/03 15:53:00+00,0 S CHARLES ST,LARCENY FROM AUTO,,,,,,CENTRAL,DOWNTOWN,39.2889,-76.615
696,2022/10/03 18:00:00+00,6500 REISTERSTOWN RD,LARCENY,,,,,,NORTHWEST,REISTERSTOWN STATION,39.3562,-76.7027
697,2022/10/03 18:41:00+00,0 LIGHT ST,ROBBERY - COMMERCIAL,OTHER_FIREARM,,,,,CENTRAL,DOWNTOWN,39.2883,-76.6136
698,2022/10/03 22:10:00+00,1400 KEY HWY,LARCENY,,,,,,SOUTHERN,RIVERSIDE,39.2724,-76.5995
699,2022/10/03 06:00:00+00,3500 DOLFIELD AVE,BURGLARY,,,,,,NORTHWEST,ASHBURTON,39.3345,-76.6741
700,2022/10/03 11:05:00+00,3500 HILLEN RD,LARCENY,,F,60,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.3328,-76.589
701,2022/10/03 17:38:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
702,2022/10/03 07:30:00+00,100 W 22ND ST,BURGLARY,,,,,,NORTHERN,CHARLES NORTH,39.3141,-76.6189
703,2022/10/03 11:30:00+00,900 W 36TH ST,LARCENY,,,,,,NORTHERN,HAMPDEN,39.3312,-76.6315
704,2022/10/03 09:15:00+00,2500 W BALTIMORE ST,AUTO THEFT,,,,,,SOUTHWEST,SHIPLEY HILL,39.2877,-76.6584
705,2022/10/03 04:00:00+00,3600 DOLFIELD AVE,LARCENY FROM AUTO,,,,,,NORTHWEST,DOLFIELD,39.3361,-76.6754
706,2022/10/03 12:10:00+00,400 ROSEBANK AVE,LARCENY FROM AUTO,,,,,,NORTHERN,ROSEBANK,39.3627,-76.6124
707,2022/10/03 21:30:00+00,6500 CLEVELAND AVE,LARCENY FROM AUTO,,F,28,WHITE,,SOUTHEAST,SAINT HELENA,39.2616,-76.5324
708,2022/10/03 21:30:00+00,1700 BANK ST,LARCENY FROM AUTO,,M,28,WHITE,,SOUTHEAST,FELLS POINT,39.2867,-76.5924
709,2022/10/03 21:00:00+00,100 N COLLINGTON AVE,LARCENY,,F,28,WHITE,,SOUTHEAST,BUTCHER'S HILL,39.2932,-76.5864
710,2022/10/03 02:20:00+00,0 E CHASE ST,LARCENY FROM AUTO,,F,38,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MID-TOWN BELVEDERE,39.3023,-76.6159
711,2022/10/03 13:30:00+00,2800 VIRGINIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,11,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CYLBURN,39.3451,-76.663
712,2022/10/03 19:00:00+00,3100 GARRISON BLVD,LARCENY,,F,36,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CONCERNED CITIZENS OF FOREST PARK,39.3237,-76.6814
713,2022/10/27 07:30:00+00,3700 FERNHILL AVE,LARCENY FROM AUTO,,F,63,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,DOLFIELD,39.3368,-76.6777
714,2022/10/27 12:45:00+00,400 JOPLIN ST,ROBBERY,PERSONAL_WEAPONS,M,59,WHITE,,SOUTHEAST,BAYVIEW,39.2889,-76.5381
715,2022/10/27 23:30:00+00,400 W PRATT ST,LARCENY,,M,25,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN WEST,39.2862,-76.6208
716,2022/10/27 13:31:00+00,800 NEWINGTON AVE,LARCENY,,F,23,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,RESERVOIR HILL,39.3135,-76.6322
717,2022/10/27 18:00:00+00,4200 BROOKHILL RD,AUTO THEFT,,M,40,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,REISTERSTOWN STATION,39.358,-76.7091
718,2022/10/27 00:00:00+00,200 N LAKEWOOD AVE,LARCENY FROM AUTO,,F,26,WHITE,,SOUTHEAST,MCELDERRY PARK,39.2948,-76.5792
719,2022/10/27 20:00:00+00,1900 E BALTIMORE ST,LARCENY FROM AUTO,,F,27,WHITE,,SOUTHEAST,WASHINGTON HILL,39.2916,-76.5897
720,2022/10/27 16:30:00+00,3700 BENSON AVE,LARCENY,,M,25,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,VIOLETVILLE,39.2639,-76.6758
721,2022/10/27 19:30:00+00,2400 TOLLEY ST,LARCENY,,F,35,WHITE,,SOUTHWEST,MORRELL PARK,39.2662,-76.6483
722,2022/10/27 06:00:00+00,0 W BALTIMORE ST,AGG. ASSAULT,UNKNOWN,M,40,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2894,-76.6152
723,2022/10/27 20:25:00+00,0 W 20TH ST,COMMON ASSAULT,,M,56,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES NORTH,39.3123,-76.6171
724,2022/10/27 21:00:00+00,3700 E LOMBARD ST,COMMON ASSAULT,,M,28,,,SOUTHEAST,BALTIMORE HIGHLANDS,39.2915,-76.5667
725,2022/10/27 21:40:00+00,3400 HARFORD RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,26,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,MAYFIELD,39.3293,-76.5823
726,2022/10/27 14:33:00+00,2300 EDGEMONT AVE,LARCENY,,F,42,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PARKVIEW/WOODBROOK,39.3154,-76.6462
727,2022/10/27 08:00:00+00,600 ALLENDALE ST,LARCENY,,M,64,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDGEWOOD,39.2944,-76.6785
728,2022/10/27 09:30:00+00,800 ABBOTT CT,COMMON ASSAULT,PERSONAL_WEAPONS,M,19,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLDTOWN,39.3012,-76.6062
729,2022/10/27 23:30:00+00,1900 W LAFAYETTE AVE,COMMON ASSAULT,,F,51,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MIDTOWN-EDMONDSON,39.2986,-76.6485
730,2022/10/27 06:10:00+00,5500 HILLEN RD,AUTO THEFT,,F,42,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,LOCH RAVEN,39.3575,-76.5821
731,2022/10/27 14:00:00+00,2800 MOUNT HOLLY ST,LARCENY FROM AUTO,,F,43,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,WINDSOR HILLS,39.3191,-76.6829
732,2022/10/27 20:40:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
733,2022/10/15 14:15:00+00,4600 WHITE AVE,AGG. ASSAULT,SHOTGUN,F,38,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,CEDMONT,39.342,-76.537
734,2022/10/15 15:03:00+00,4900 PARK HEIGHTS AVE,COMMON ASSAULT,PERSONAL_WEAPONS,F,32,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CENTRAL PARK HEIGHTS,39.3464,-76.6726
735,2022/10/15 15:10:00+00,2500 ROBB ST,AGG. ASSAULT,ASPHYXIATION,F,49,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,39.3186,-76.5981
736,2022/10/15 15:00:00+00,3400 SPELMAN RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,44,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,CHERRY HILL,39.2435,-76.626
737,2022/10/15 15:26:00+00,3700 TUDOR ARMS AVE,ROBBERY,HANDGUN,F,28,,,NORTHERN,WYMAN PARK,39.3331,-76.6258
738,2022/10/15 15:26:00+00,3700 TUDOR ARMS AVE,ROBBERY,HANDGUN,M,29,,,NORTHERN,WYMAN PARK,39.3331,-76.6258
739,2022/10/15 15:33:00+00,2100 N ELLAMONT ST,AGG. ASSAULT,HANDGUN,M,35,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WALBROOK,39.3118,-76.671
740,2022/10/15 15:30:00+00,4100 RASPE AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,57,WHITE,,NORTHEAST,GLENHAM-BELHAR,39.3503,-76.5371
741,2022/10/15 15:40:00+00,3800 BARRINGTON RD,ROBBERY,PERSONAL_WEAPONS,F,29,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CALLAWAY-GARRISON,39.3309,-76.6798
742,2022/10/14 17:05:00+00,1000 BINNEY ST,ROBBERY - COMMERCIAL,FIRE_INCENDIARY_DEVICE,M,31,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,CANTON,39.2809,-76.5779
743,2022/10/14 19:00:00+00,2700 Druid Park Dr,AUTO THEFT,,F,37,WHITE,,NORTHWEST,PARK CIRCLE,39.3258,-76.6573
744,2022/10/14 21:00:00+00,5100 HILLBURN AVE,LARCENY,,M,29,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,WALTHERSON,39.3415,-76.5588
745,2022/10/14 18:10:00+00,1100 Red Road,ROBBERY,HANDGUN,F,30,AMERICAN_INDIAN_OR_ALASKA_NATIVE,,NORTHERN,DRUID HILL PARK,39.323,-76.6348
746,2022/10/14 17:30:00+00,1500 NORTHGATE RD,ROBBERY,PERSONAL_WEAPONS,F,35,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HILLEN,39.3451,-76.5908
747,2022/10/14 19:00:00+00,200 N SPRING CT,COMMON ASSAULT,,M,27,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,DUNBAR-BROADWAY,39.294,-76.5977
748,2022/10/14 19:29:00+00,1600 N BROADWAY,AGG. ASSAULT,PERSONAL_WEAPONS,M,56,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,BROADWAY EAST,39.3086,-76.5947
749,2022/10/14 20:43:00+00,5200 BELLEVILLE AVE,ROBBERY,PERSONAL_WEAPONS,M,19,,,NORTHWEST,HOWARD PARK,39.3324,-76.7028
750,2022/10/14 21:15:00+00,1300 WILLIAM ST,ROBBERY,FIREARM,M,22,WHITE,,SOUTHERN,RIVERSIDE,39.2748,-76.6104
751,2022/11/10 19:00:00+00,4600 PEN LUCY RD,AUTO THEFT,,M,41,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,TEN HILLS,39.2854,-76.6948
752,2022/11/10 19:20:00+00,4700 PARKSIDE DR,LARCENY FROM AUTO,,F,47,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,PARKSIDE,39.3225,-76.5573
753,2022/11/10 05:30:00+00,1700 FREDERICK AV,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,60,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,FRANKLIN SQUARE,39.2878,-76.644
754,2022/11/10 18:30:00+00,BENTALOU ST & W LAFAYETTE AV,AUTO THEFT,,M,64,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,MIDTOWN-EDMONDSON,39.2985,-76.6535
755,2022/11/10 15:00:00+00,CT & E HENRIETTA ST,COMMON ASSAULT,,F,15,BLACK_OR_AFRICAN_AMERICAN,,SOUTHERN,FEDERAL HILL,39.279,-76.6136
756,2022/11/10 10:00:00+00,800 N LUZERNE AVE,LARCENY FROM AUTO,,M,65,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,MADISON-EASTEND,39.3004,-76.5809
757,2022/11/10 14:45:00+00,700 N CHAPELGATE LN,AUTO THEFT,,F,62,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,WEST HILLS,39.2933,-76.7055
758,2022/11/10 01:10:00+00,5600 LOCH RAVEN BLVD,AGG. ASSAULT,PERSONAL_WEAPONS,M,22,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,WOODBOURNE HEIGHTS,39.3579,-76.5897
759,2022/11/10 19:00:00+00,3500 GOUGH ST,LARCENY FROM AUTO,,M,30,WHITE,,SOUTHEAST,HIGHLANDTOWN,39.2885,-76.5679
760,2022/11/10 14:30:00+00,1600 ELMTREE ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,40,WHITE,,SOUTHERN,CURTIS BAY,39.2246,-76.5883
761,2022/11/10 23:15:00+00,2200 N HOWARD ST,ROBBERY,BLUNT_OBJECT,M,49,,,NORTHERN,OLD GOUCHER,39.3143,-76.6194
762,2022/11/10 23:40:00+00,1500 RUSSELL ST,COMMON ASSAULT,PERSONAL_WEAPONS,M,43,ASIAN,,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,39.2745,-76.6275
763,2022/11/10 23:20:00+00,400 W MULBERRY ST,ROBBERY,KNIFE_CUTTING_INSTRUMENT,F,37,WHITE,,CENTRAL,DOWNTOWN,39.2938,-76.622
764,2022/11/10 22:00:00+00,1700 N CHARLES ST,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,M,46,WHITE,,CENTRAL,CHARLES NORTH,39.3088,-76.6165
765,2022/11/10 03:00:00+00,1100 DUNDALK AVE,COMMON ASSAULT,OTHER,M,56,WHITE,,SOUTHEAST,GRACELAND PARK,39.2817,-76.5357
766,2022/11/10 05:00:00+00,2100 MARYLAND AVE,ROBBERY - CARJACKING,HANDGUN,M,5,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES NORTH,39.3132,-76.6181
767,2022/11/10 05:00:00+00,2100 MARYLAND AVE,ROBBERY - CARJACKING,HANDGUN,F,53,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,CHARLES NORTH,39.3132,-76.6181
768,2022/11/10 00:00:00+00,2400 BROHAWN AVE,RAPE,FIREARM,F,19,WHITE,,SOUTHERN,LAKELAND,39.2571,-76.649
769,2022/11/10 00:00:00+00,2400 BROHAWN AVE,AUTO THEFT,FIREARM,F,43,WHITE,,SOUTHERN,LAKELAND,39.2571,-76.649
770,2022/11/10 19:12:52+00,4800 PIMLICO RD,COMMON ASSAULT,PERSONAL_WEAPONS,F,10,BLACK_OR_AFRICAN_AMERICAN,,NORTHWEST,CYLBURN,39.3478,-76.6687
771,2022/10/27 20:25:00+00,600 E PRATT ST,LARCENY,,,,,,CENTRAL,INNER HARBOR,39.2868,-76.6077
772,2022/10/27 18:30:00+00,1200 E PATAPSCO AVE,LARCENY,,,,,,SOUTHERN,FAIRFIELD AREA,39.2335,-76.593
773,2022/10/27 23:00:00+00,900 ASHLAND CT,BURGLARY,,M,38,BLACK_OR_AFRICAN_AMERICAN,,EASTERN,OLDTOWN,39.3002,-76.6043
774,2022/10/27 09:30:00+00,1500 NORTHGATE RD,AUTO THEFT,,M,87,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,HILLEN,39.3451,-76.5915
775,2022/10/27 18:30:00+00,1300 W SARATOGA ST,AUTO THEFT,,M,52,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,FRANKLIN SQUARE,39.2923,-76.6384
776,2022/10/27 19:30:00+00,600 S BEECHFIELD AVE,LARCENY FROM AUTO,,M,30,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,YALE HEIGHTS,39.273,-76.693
777,2022/10/27 18:00:00+00,1200 S STREEPER ST,LARCENY,,M,59,WHITE,,SOUTHEAST,CANTON,39.2791,-76.5761
778,2022/10/27 21:30:00+00,AV & CLIFTMONT AV,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,,,,,NORTHEAST,BELAIR-EDISON,39.3184,-76.5704
779,2022/10/27 18:00:00+00,100 N CHESTER ST,LARCENY FROM AUTO,,F,31,WHITE,,SOUTHEAST,BUTCHER'S HILL,39.2935,-76.5875
780,2022/10/27 12:00:00+00,,BURGLARY,,,,,,NORTHEAST,PARKSIDE,39.3212,-76.5526
781,2022/10/27 17:00:00+00,3400 BANK ST,BURGLARY,,F,66,WHITE,,SOUTHEAST,HIGHLANDTOWN,39.2876,-76.5688
782,2022/10/27 15:30:00+00,300 SAINT PAUL PL,RAPE,,F,15,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,DOWNTOWN,39.2924,-76.6139
783,2022/10/27 00:30:00+00,3700 REXMERE RD,ROBBERY - CARJACKING,HANDGUN,M,46,WHITE,,NORTHEAST,EDNOR GARDENS-LAKESIDE,39.3331,-76.602
784,2022/10/27 06:33:00+00,3500 E FAYETTE ST,COMMON ASSAULT,,M,38,,,SOUTHEAST,BALTIMORE HIGHLANDS,39.295,-76.5684
785,2022/10/27 01:00:00+00,200 S HAVEN ST,ROBBERY,PERSONAL_WEAPONS,M,28,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,HIGHLANDTOWN,39.2904,-76.5627
786,2022/10/27 21:00:00+00,6000 CHINQUAPIN PKWY,AUTO THEFT,,M,46,BLACK_OR_AFRICAN_AMERICAN,,NORTHERN,GLEN OAKS,39.3656,-76.5981
787,2022/10/27 01:10:00+00,2400 PENNSYLVANIA AVE,COMMON ASSAULT,PERSONAL_WEAPONS,M,48,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,PENN NORTH,39.3093,-76.6417
788,2022/10/27 23:00:00+00,900 HORNERS LN,LARCENY FROM AUTO,,F,41,UNKNOWN,,NORTHEAST,ARMISTEAD GARDENS,39.3026,-76.5499
789,2022/10/27 16:00:00+00,300 HORNEL ST,LARCENY FROM AUTO,,M,51,WHITE,,SOUTHEAST,BAYVIEW,39.2899,-76.5402
790,2022/10/27 09:15:00+00,100 S HIGH ST,LARCENY,,F,38,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,JONESTOWN,39.2881,-76.6028
791,2022/10/27 00:43:00+00,4600 MARBLE HALL RD,ROBBERY - CARJACKING,HANDGUN,M,40,BLACK_OR_AFRICAN_AMERICAN,,NORTHEAST,NEW NORTHWOOD,39.3469,-76.5969
792,2022/10/27 01:40:00+00,500 UMBRA ST,LARCENY,,M,38,WHITE,,SOUTHEAST,GREEKTOWN,39.2866,-76.5502
793,2022/10/14 21:15:00+00,1300 WILLIAM ST,ROBBERY,FIREARM,M,23,WHITE,,SOUTHERN,RIVERSIDE,39.2748,-76.6104
794,2022/10/14 21:15:00+00,1300 WILLIAM ST,ROBBERY,FIREARM,M,23,WHITE,,SOUTHERN,RIVERSIDE,39.2748,-76.6104
795,2022/10/14 21:30:00+00,1600 BAKBURY CT,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,47,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3068,-76.6451
796,2022/10/14 21:30:00+00,1600 BAKBURY CT,AGG. ASSAULT,KNIFE_CUTTING_INSTRUMENT,F,24,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,SANDTOWN-WINCHESTER,39.3068,-76.6451
797,2022/10/14 21:30:00+00,3800 TUDOR ARMS AVE,ROBBERY,HANDGUN,M,24,WHITE,,NORTHERN,WYMAN PARK,39.3346,-76.6259
798,2022/10/14 22:35:00+00,100 MADISON ST,AGG. ASSAULT,BLUNT_OBJECT,M,33,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,MOUNT VERNON,39.2987,-76.6133
799,2022/10/14 18:00:00+00,2400 W LANVALE ST,BURGLARY,,M,74,BLACK_OR_AFRICAN_AMERICAN,,WESTERN,EVERGREEN LAWN,39.297,-76.6553
800,2022/10/14 23:00:00+00,200 SILVER CT,COMMON ASSAULT,PERSONAL_WEAPONS,F,24,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,DUNBAR-BROADWAY,39.2938,-76.5982
801,2022/10/14 09:20:00+00,4700 WRENWOOD AVE,ROBBERY,HANDGUN,M,28,WHITE,,NORTHERN,WRENLANE,39.3455,-76.6063
802,2022/10/14 02:00:00+00,5400 MOORES RUN DR,COMMON ASSAULT,PERSONAL_WEAPONS,F,33,,,NORTHEAST,CEDONIA,39.3326,-76.5352
803,2022/10/14 03:15:00+00,3200 EASTERN AVE,ROBBERY,KNIFE_CUTTING_INSTRUMENT,M,48,WHITE,,SOUTHEAST,HIGHLANDTOWN,39.2865,-76.5714
804,2022/10/14 02:45:00+00,900 CHESAPEAKE AVE,AGG. ASSAULT,FIREARM,M,37,WHITE,,SOUTHERN,FAIRFIELD AREA,39.2395,-76.5965
805,2022/10/14 04:00:00+00,1500 N CALVERT ST,ROBBERY,PERSONAL_WEAPONS,F,31,WHITE,,CENTRAL,CHARLES NORTH,39.3061,-76.6135
806,2022/10/14 04:34:00+00,0 N MONTFORD AVE,LARCENY,,M,70,BLACK_OR_AFRICAN_AMERICAN,,SOUTHEAST,PATTERSON PLACE,39.2925,-76.5834
807,2022/10/14 04:30:00+00,1800 SAINT PAUL ST,AGG. ASSAULT,BLUNT_OBJECT,M,38,BLACK_OR_AFRICAN_AMERICAN,,CENTRAL,CHARLES NORTH,39.3106,-76.615
808,2022/10/14 21:00:00+00,100 N SCHROEDER ST,BURGLARY,,,,,,WESTERN,POPPLETON,39.29,-76.6338
809,2022/10/14 20:43:00+00,5200 BELLEVILLE AVE,ROBBERY - COMMERCIAL,PERSONAL_WEAPONS,,,,,NORTHWEST,HOWARD PARK,39.3324,-76.7028
810,2022/10/14 15:30:00+00,5900 GLENNOR RD,ARSON,,,,,,NORTHEAST,RAMBLEWOOD,39.3645,-76.5924
811,2022/10/14 17:05:00+00,1000 BINNEY ST,ROBBERY - COMMERCIAL,FIRE_INCENDIARY_DEVICE,,,,,SOUTHEAST,CANTON,39.2809,-76.5779
812,2022/08/30 20:00:00+00,300 WARREN AVE,LARCENY FROM AUTO,,M,27,WHITE,,SOUTHERN,FEDERAL HILL,39.2791,-76.6097
813,2022/08/30 23:00:00+00,4100 COLBORNE RD,AGG. ASSAULT,PERSONAL_WEAPONS,F,28,BLACK_OR_AFRICAN_AMERICAN,,SOUTHWEST,EDMONDSON VILLAGE,39.2977,-76.6844
